river,fpz,description,site,id,species,feeding,tl,d15N,d13C,per_N,per_C,C_N,tp
WIN,2,main channel Winona 2,WIN2,314,river redhorse,invertivore,420,15.119426,-26.25914869,13.52219964,48.03335789,3.552185234,3.304531725
WIN,2,main channel Winona 2,WIN2,315,river redhorse,invertivore,360,14.3148824,-26.15045906,14.01902175,47.58878602,3.394586789,3.067901255
WIN,2,main channel Winona 2,WIN2,316,channel catfish,omnivore,410,15.1779016,-26.10318971,12.7843683,49.98072858,3.909518829,3.321730431
WIN,2,main channel Winona 2,WIN2,317,river redhorse,invertivore,545,14.6324654,-25.75328561,12.88144055,47.88893995,3.717669602,3.16130802
WIN,2,main channel Winona 2,WIN2,318,silver redhorse,invertivore,355,15.9955518,-26.10460979,13.31130924,44.07410738,3.311027231,3.562215784
WIN,2,main channel Winona 2,WIN2,319,smallmouth bass,piscivore,320,17.1237276,-24.6159142,15.40614356,48.02485141,3.117253271,3.894032196
WIN,2,main channel Winona 2,WIN2,320,smallmouth bass,piscivore,260,17.5582618,-24.96601805,14.55355284,46.9236965,3.22420903,4.021836373
WIN,2,main channel Winona 2,WIN2,321,drum,invertivore,255,14.9016548,-26.67408113,14.07826577,46.08333678,3.27336744,3.240481373
WIN,2,main channel Winona 2,WIN2,322,silver redhorse,invertivore,350,15.2625904,-26.11769396,14.21781822,46.83387913,3.294027144,3.346638902
WIN,2,main channel Winona 2,WIN2,323,silver redhorse,invertivore,420,16.329266,-26.26539433,13.91148916,45.59229307,3.277312194,3.66036702
WIN,2,main channel Winona 2,WIN2,324,silver redhorse,invertivore,390,15.865494,-26.25034374,13.3582907,45.76697843,3.42611038,3.52396349
WIN,2,main channel Winona 2,WIN2,325,shorthead redhorse,invertivore,350,15.2314908,-28.28155402,13.7525756,51.51550727,3.745880684,3.337491961
WIN,2,main channel Winona 2,WIN2,326,yellow perch,invertivore,147,15.9893564,-25.02797664,14.03425893,45.09241066,3.213023992,3.560393608
WIN,2,main channel Winona 2,WIN2,327,longnose gar,piscivore,710,17.014289,-25.73767287,14.34754809,47.5287212,3.312672027,3.861844373
WIN,2,main channel Winona 2,WIN2,328,largemouth bass,piscivore,210,18.7245256,-23.17558124,14.84320439,46.89400883,3.159291459,4.364855137
WIN,2,main channel Winona 2,WIN2,329,smallmouth buffalo,detritivore,550,15.1024924,-28.691427,9.137545608,55.44671056,6.068009172,3.299551255
WIN,2,main channel Winona 2,WIN2,330,largemouth bass,piscivore,372,17.387175,-24.48568471,14.4805275,45.62798424,3.150989094,3.971516725
WIN,2,main channel Winona 2,WIN2,331,smallmouth bass,piscivore,295,17.1342172,-24.92920361,14.72875541,45.3383723,3.078221549,3.897117373
WIN,2,main channel Winona 2,WIN2,332,drum,invertivore,355,16.4358118,-25.80134479,13.73503831,47.52809335,3.460353899,3.69170402
WIN,2,main channel Winona 2,WIN2,333,drum,invertivore,415,14.0584116,-27.38412229,14.66824299,48.42629763,3.301438194,2.992468667
WIN,2,main channel Winona 2,WIN2,334,drum,invertivore,440,14.9422522,-29.80853217,8.86380235,59.38217732,6.69940224,3.252421784
WIN,2,main channel Winona 2,WIN2,335,drum,invertivore,350,17.3690346,-26.3119089,15.03316018,46.75515998,3.110135156,3.966181314
WIN,2,main channel Winona 2,WIN2,336,flathead catfish,piscivore,510,16.4942642,-24.62963334,14.5418399,45.59864601,3.135686154,3.708895902
WIN,2,main channel Winona 2,WIN2,337,longnose gar,piscivore,770,16.6504732,-26.15286386,13.78293178,45.85740009,3.327115074,3.754839725
WIN,2,main channel Winona 2,WIN2,338,largemouth bass,piscivore,195,17.190654,-25.82578639,14.28417911,45.23278602,3.166635316,3.913716431
WIN,2,main channel Winona 2,WIN2,501,White bass,,400,17.3616879,-26.1779871,13.97195866,45.69238819,3.270292255,3.893400229
WIN,2,main channel Winona 2,WIN2,502,Smallmouth Buffalo,,325,15.7362234,-26.2319464,13.8401736,43.26282904,3.125887745,3.415322435
WIN,2,main channel Winona 2,WIN2,503,Smallmouth Buffalo,,365,15.3122778,-26.329684,13.81000427,46.32463509,3.354425834,3.290632553
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,504,Silver carp,,490,14.5897359,-28.9329657,13.55524893,45.25358687,3.338454875,3.078120229
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,505,Silver carp,,540,13.4300001,-30.5201836,12.02048037,48.3430522,4.021723819,2.737021465
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,506,Silver carp,,515,14.3848968,-27.4852275,13.75100175,45.1717743,3.284980623,3.017873435
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,507,Gizzard shad,,230,13.2027408,-27.357965,11.98049989,47.85578836,3.994473419,2.670180494
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,508,Flathead catfish,,390,17.4625788,-25.3288917,14.51350174,44.26815621,3.050136143,3.923074024
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,509,Flathead catfish,,310,16.2039903,-25.2718781,14.24791764,44.04261708,3.091161684,3.552900935
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,510,Shorthead redhorse,,385,15.9604254,-28.0767436,12.26280403,47.1677496,3.846408171,3.4812642
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,511,Common carp,,560,13.0733151,-23.8852259,13.31214371,48.41267484,3.636730182,2.632114112
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,512,Largemouth bass,,360,16.0796601,-26.4701818,14.57241003,44.04732816,3.022652262,3.516333229
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,513,Flathead catfish,,350,17.0681871,-25.5304755,13.70240717,42.22290115,3.081422163,3.807076465
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,514,Flathead catfish,,345,17.199651,-24.8524209,14.35232154,43.55584046,3.034759244,3.845742318
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,515,Largemouth bass,,295,18.014931,-25.8969915,14.46385066,44.09951809,3.048947277,4.085530553
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,516,Silver carp,,515,13.0936971,-28.0258386,12.81682961,46.60658344,3.636358198,2.638108818
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,517,Smallmouth Buffalo,,390,15.7433571,-26.7114715,13.08611672,46.84296978,3.579592845,3.417420582
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,518,Drum,,570,16.4088294,-24.2507238,14.63185611,44.3462441,3.030800997,3.613147729
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,519,River carpsucker,,280,15.6857189,-27.0662856,13.79489052,42.55928872,3.085148712,3.400468171
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,520,River carpsucker,,300,15.7486675,-27.3961954,13.58335148,42.81120377,3.151740852,3.418982465
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,521,Common carp,,610,14.6643271,-26.9525236,10.34973127,51.08309119,4.935692516,3.100058818
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,522,Common carp,,660,14.9171368,-27.9412188,10.19251856,53.18681476,5.218221038,3.174414612
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,523,Smallmouth Buffalo,,355,14.2226716,-26.732239,13.36346551,45.57750662,3.410605324,2.970160141
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,524,Drum,,415,15.9476663,-25.3288296,13.44438469,45.9272604,3.416092403,3.477511524
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,525,Smallmouth Buffalo,,355,15.946651,-26.7756754,13.97415116,45.04496773,3.223449297,3.477212906
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,526,Shorthead redhorse,,390,15.2572623,-28.5503626,12.13987663,44.96981757,3.704305979,3.274451524
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,527,Largemouth bass,,315,18.4158606,-26.4447314,14.3478506,43.2481179,3.014257613,4.203451024
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,528,Flathead catfish,,270,17.0959706,-26.597793,13.84586028,43.15497602,3.11681435,3.815248082
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,529,Largemouth bass,,295,17.6097124,-25.9710678,14.68550527,44.02352289,2.997753369,3.966348612
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,530,Largemouth bass,,330,17.7518544,-25.8645452,14.32801961,43.72498205,3.051711489,4.008155082
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,531,Smallmouth Buffalo,,460,15.7192238,-26.2492676,12.61996776,45.81802537,3.630597656,3.410322553
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,532,Common carp,,575,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,533,Common carp,,550,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,534,Drum,,410,16.4695305,-25.3112482,13.54391537,45.02689831,3.324511197,3.631000994
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,535,Gizzard shad,,330,12.8032822,-27.9546634,12.78662921,46.46357406,3.633762527,2.552692671
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,536,Smallmouth Buffalo,,330,13.2682896,-28.045673,14.06150645,44.28291787,3.149229993,2.689459553
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,537,Drum,,470,16.5243567,-24.5169826,11.12216562,33.05733266,2.972202879,3.647126347
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,579,Silver carp,,460,13.2348863,-30.58919367,14.36358882,47.40232905,3.300173072,2.679635053
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,580,Spotted gar,,.,16.9923318,-26.30356954,14.21998331,44.24521856,3.11148175,3.784766082
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,716,Notropis atherinoides,,35,14.0674736,-26.95162613,13.01413652,43.36388884,3.332060393,2.924513671
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,717,Notropis atherinoides,,47,14.1958424,-26.07893979,13.2727052,42.96238278,3.236897235,2.9622692
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,718,Notropis atherinoides,,70,15.1586084,-26.06339526,14.50397537,47.08046745,3.246038845,3.245435671
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,715,Percina caprodes,,54,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,745,Dorosoma cepedianum,,140,12.9743012,-25.03817187,14.32353217,46.70412552,3.260657006,2.602992376
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,746,Dorosoma cepedianum,,120,14.9680928,-25.88966966,14.61358057,46.3666825,3.172848862,3.189401671
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,747,Dorosoma cepedianum,,134,12.2275208,-26.86370103,14.41854389,46.47619823,3.223362816,2.383351082
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,748,Aplodinotes grunniens,,100,15.8959356,-27.025462,14.06817274,45.09112139,3.205186787,3.462296612
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,749,Aplodinotes grunniens,,95,16.407798,-26.94174,13.97021835,45.29319848,3.242125308,3.612844376
MMR,1,"main channel mmr 1, near Lousiana, MO",MMR1,750,Aplodinotes grunniens,,70,15.6948468,-25.728792,12.94428517,43.40480688,3.353202305,3.403152847
MMR,1,"main channel mmr 1, near Dupont",MMR1,584,Silver carp,,515,14.3402566,-28.49931125,12.51766786,47.86496797,3.823792778,2.942015235
MMR,1,"main channel mmr 1, near Dupont",MMR1,585,Silver carp,,555,13.8643474,-30.19033303,12.88963569,46.79547809,3.630473289,2.802041941
MMR,1,"main channel mmr 1, near Dupont",MMR1,586,Silver carp,,355,13.0304894,-28.66647864,12.92806226,46.04832257,3.561888985,2.556789588
MMR,1,"main channel mmr 1, near Dupont",MMR1,587,Gizzard shad,,430,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,588,River carpsucker,,565,14.0809471,-25.56227527,13.26143475,46.22267735,3.485495969,2.865747735
MMR,1,"main channel mmr 1, near Dupont",MMR1,589,Silver carp,,525,13.0640471,-28.4295957,11.82078966,48.09874763,4.068996151,2.5666595
MMR,1,"main channel mmr 1, near Dupont",MMR1,590,Silver carp,,335,14.3890678,-28.95777074,12.99323826,46.41311165,3.572097325,2.956371471
MMR,1,"main channel mmr 1, near Dupont",MMR1,591,Gizzard shad,,330,13.4453846,-30.92028974,12.82319486,45.89089781,3.57874136,2.678817588
MMR,1,"main channel mmr 1, near Dupont",MMR1,592,Gizzard shad,,360,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,593,Gizzard shad,,215,12.4884817,-29.26772325,11.15896814,46.62091612,4.177887736,2.397375559
MMR,1,"main channel mmr 1, near Dupont",MMR1,594,Gizzard shad,,610,11.7827531,-29.16403327,12.5550649,46.53878489,3.706773742,2.189808324
MMR,1,"main channel mmr 1, near Dupont",MMR1,595,Spotted gar,,440,17.346213,-25.7974161,13.77487976,45.31651157,3.289793622,3.826120059
MMR,1,"main channel mmr 1, near Dupont",MMR1,596,Drum,,430,15.8849277,-24.91543473,13.19264978,47.03269971,3.565068464,3.396330265
MMR,1,"main channel mmr 1, near Dupont",MMR1,597,Drum,,460,15.5473169,-25.07957557,12.77971122,46.7581038,3.658776243,3.297032971
MMR,1,"main channel mmr 1, near Dupont",MMR1,598,Drum,,375,16.1757611,-24.61566464,14.26582231,44.96046076,3.151620692,3.4818695
MMR,1,"main channel mmr 1, near Dupont",MMR1,599,Drum,,340,15.2737708,-25.95451416,11.29820076,50.44491309,4.464862517,3.216578235
MMR,1,"main channel mmr 1, near Dupont",MMR1,600,Smallmouth Buffalo,,370,15.4730832,-26.89843794,13.55327699,46.44555846,3.426887718,3.275199529
MMR,1,"main channel mmr 1, near Dupont",MMR1,601,Smallmouth Buffalo,,345,15.881877,-26.1398922,13.13392811,44.80827478,3.411643068,3.395433
MMR,1,"main channel mmr 1, near Dupont",MMR1,602,Smallmouth Buffalo,,340,15.6337534,-28.68200697,13.03651257,46.78412184,3.588699169,3.322455471
MMR,1,"main channel mmr 1, near Dupont",MMR1,603,Drum,,495,14.3331383,-27.26602231,13.92426424,45.6901915,3.281336141,2.939921618
MMR,1,"main channel mmr 1, near Dupont",MMR1,604,Common carp,,510,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,605,Common carp,,645,14.3717805,-26.64800849,11.7390436,49.94189069,4.254340675,2.951286971
MMR,1,"main channel mmr 1, near Dupont",MMR1,606,Common carp,,295,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,607,Flathead catfish,,355,15.9184854,-25.7810067,13.65660461,45.31471732,3.318154007,3.406200176
MMR,1,"main channel mmr 1, near Dupont",MMR1,608,Smallmouth Buffalo,,545,14.9097206,-25.78770124,13.96261329,44.99376956,3.222446158,3.109504647
MMR,1,"main channel mmr 1, near Dupont",MMR1,609,Common carp,,360,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,610,Smallmouth Buffalo,,505,13.9619698,-27.02694007,13.72119407,44.83481099,3.267558987,2.830754412
MMR,1,"main channel mmr 1, near Dupont",MMR1,611,Common carp,,305,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,612,Skipjack Herring,,240,15.8228968,-24.19058542,13.93033284,45.00151888,3.230469753,3.378085882
MMR,1,"main channel mmr 1, near Dupont",MMR1,613,Flathead catfish,,655,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,614,Chinese grass carp,,360,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,615,Flathead catfish,,,NA,NA,NA,NA,NA,NA
MMR,1,"main channel mmr 1, near Dupont",MMR1,751,Notropis atherinoides,,55,14.6112016,-26.232145,12.82842835,46.04723714,3.589468318,3.021704941
MMR,1,"main channel mmr 1, near Dupont",MMR1,752,Notropis atherinoides,,60,14.9280688,-27.153087,12.42673683,46.39327927,3.733343669,3.114901176
MMR,1,"main channel mmr 1, near Dupont",MMR1,753,Notropis atherinoides,,55,14.8102592,-26.689553,12.8097886,46.18039791,3.605086652,3.080251294
MMR,1,"main channel mmr 1, near Dupont",MMR1,754,Notropis atherinoides,,75,15.966012,-25.584831,14.00279281,47.53338618,3.394564699,3.420178588
MMR,1,"main channel mmr 1, near Dupont",MMR1,755,Dorosoma cepedianum,,115,12.4083652,-24.967126,13.2504363,47.4301758,3.579518041,2.373811882
MMR,1,"main channel mmr 1, near Dupont",MMR1,756,Dorosoma cepedianum,,125,11.537754,-26.2886456,12.03248371,47.75390252,3.968748569,2.117749765
MMR,1,"main channel mmr 1, near Dupont",MMR1,757,Dorosoma cepedianum,,115,11.1919118,-26.706932,12.19325431,46.27695201,3.7952913,2.016031471
MMR,1,"main channel mmr 1, near Dupont",MMR1,758,Alosa chrysochloris,,270,15.6635196,-23.7515816,14.31566446,45.8113979,3.200088829,3.331210235
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,538,Gizzard shad,,250,12.2753262,-26.5760748,13.76325143,44.4874558,3.232336197,2.386641565
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,539,Gizzard shad,,310,10.4112354,-33.0594746,11.22863738,49.87879504,4.442105783,1.838379565
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,540,Smallmouth Buffalo,,325,13.9861067,-29.9620456,14.03355014,43.96141885,3.132594278,2.8898123
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,541,Gizzard shad,,305,11.875298,-28.1253064,12.7149705,45.02853421,3.54137937,2.268986212
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,542,River carpsucker,,395,16.0359974,-27.8429698,11.02349263,50.47004198,4.578407559,3.492721329
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,543,Common carp,,490,13.7383735,-25.6370212,12.36923886,48.79600585,3.944948142,2.816949594
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,544,Flathead catfish,,345,16.7670134,-25.3443426,14.24849558,44.33889201,3.11182972,3.707726035
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,545,Gizzard shad,,210,12.5179829,-26.6164086,13.18195574,44.29840478,3.360533569,2.458011182
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,546,Gizzard shad,,190,12.1910563,-26.4106028,13.46847963,45.25043095,3.359728209,2.3618563
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,547,River carpsucker,,400,NA,NA,NA,NA,NA,NA
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,548,Common carp,,580,14.0460094,-24.1860386,11.74770886,49.87624226,4.24561443,2.907430741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,549,Drum,,290,15.6044949,-25.8697162,14.35934675,44.7321871,3.115196525,3.365808829
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,550,River carpsucker,,375,16.1421918,-26.860851,11.46632236,48.96164593,4.270039199,3.523954976
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,551,Flathead catfish,,475,17.3740575,-25.126513,13.9617903,44.41001393,3.180825164,3.886268418
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,552,Channel catfish,,425,15.1780338,-25.173387,13.77799292,45.37324413,3.29316791,3.240379094
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,553,Channel catfish,,290,14.6087703,-25.166254,14.01592164,45.79153855,3.267108631,3.072948653
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,554,Bowfin,,490,13.2261267,-24.816737,14.15448184,44.8585938,3.169214832,2.666288771
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,555,White bass,,195,15.5893395,-27.362199,14.1490911,44.18013144,3.12247134,3.361351359
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,556,Chinese grass carp,,820,14.1738735,-27.662804,9.45829737,55.72950312,5.892128461,2.945037829
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,557,Common carp,,550,14.4169644,-24.502885,12.3405982,47.91315074,3.882563063,3.016535153
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,558,Silver carp,,635,14.1677193,-28.643082,13.06403596,47.21128108,3.613835819,2.943227771
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,559,Common carp,,555,15.1626483,-25.284458,13.12091563,47.70643252,3.635907269,3.235853947
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,560,River carpsucker,,370,15.4703583,-26.304477,13.33297333,49.93925938,3.745545586,3.326356888
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,561,River carpsucker,,395,15.3534285,-25.739951,13.52194596,49.19737664,3.638335546,3.291965771
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,562,Smallmouth Buffalo,,400,11.2639626,-31.27414,11.66080077,53.05963545,4.550256583,2.089181682
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,563,Drum,,180,15.3113748,-25.764407,14.66748431,47.06729847,3.208955092,3.279597035
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,564,River carpsucker,,400,15.5780568,-25.827585,13.8957492,48.6323702,3.499801953,3.358032918
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,565,Common carp,,590,NA,NA,NA,NA,NA,NA
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,566,Silver carp,,520,13.6507665,-26.676412,13.90781532,48.18499258,3.464598248,2.791182829
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,567,Silver carp,,600,13.5553764,-27.78916,12.56642789,51.43870799,4.093343665,2.763126918
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,568,Flathead catfish,,310,16.5411891,-26.139399,9.843691077,31.12493943,3.161917536,3.641307124
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,569,Shorthead redhorse,,480,15.8991009,-27.547657,12.69288851,50.4923004,3.977999206,3.452457653
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,570,Drum,,200,15.030333,-25.767464,15.0285344,46.49785101,3.093971093,3.196937682
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,571,Silver carp,,570,12.7645617,-29.219836,12.76818858,49.49597328,3.876507069,2.530534359
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,572,Smallmouth Buffalo,,425,15.5965194,-29.587695,14.98584038,47.54545386,3.172691865,3.363463094
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,573,Silver carp,,525,13.9553994,-28.703203,13.99128459,46.98302667,3.358020942,2.880780741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,574,Drum,,440,16.4499018,-24.137064,15.33802821,47.48743655,3.096058757,3.614457918
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,575,Flathead catfish,,365,16.917621,-24.955321,15.08226044,47.0610147,3.120289222,3.752022388
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,576,Smallmouth Buffalo,,340,13.3286967,-29.264672,14.91010595,47.50106355,3.185830047,2.696456418
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,577,Drum,,425,15.9606429,-24.462125,15.13700318,47.11861477,3.112809993,3.470558241
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,578,Channel catfish,,420,15.2898351,-25.9142,11.18731294,54.37996116,4.860859928,3.273261829
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,581,Spotted gar,,580,17.214016,-25.43937135,14.06019906,48.73778133,3.46636496,3.839197388
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,582,Spotted gar,,780,17.8729672,-26.47444557,12.33536262,48.40235339,3.92386952,4.033006565
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,583,Spotted gar,,520,16.3842256,-27.13995877,13.50597565,46.3371543,3.430863161,3.595141388
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,700,Percina caprodes,,55,15.6643788,-27.159213,13.8570194,48.07480719,3.469346892,3.383421741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,701,Morone chrysops,,70,16.610918,-25.30814,14.05703475,46.37624583,3.299148551,3.661815624
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,702,Aplodinotes grunniens,,92,16.341784,-27.028525,14.0450083,46.47943663,3.309320694,3.582658565
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,703,Aplodinotes grunniens,,75,16.6139648,-25.388799,14.05548495,46.67738784,3.320937555,3.662711741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,704,Cyprinella spiloptera,,50,15.0042388,-26.884564,12.58776119,45.72834927,3.632762695,3.189262918
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,705,Morone chrysops,,75,15.4764928,-22.593301,14.26020792,45.21795397,3.170918279,3.328161153
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,706,Morone chrysops,,75,16.3488932,-23.168124,13.8674139,44.45496855,3.205714409,3.584749506
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,707,Micropterus salmoides,,110,17.4203512,-24.78743,14.65452897,46.83336812,3.195828963,3.899884212
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,708,Cyprinella spiloptera,,58,14.8732264,-25.092709,12.69164224,45.70811484,3.601434233,3.150729859
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,709,Notropis atherinoides,,55,14.401988,-26.060617,13.20201249,44.87103306,3.3988025,3.012130329
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,710,Notropis atherinoides,,48,14.792994,-25.887047,13.17337389,46.08479344,3.498328814,3.127132094
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,711,Carpiodes cyprinus,,110,16.0696032,-26.782464,14.38226074,46.33712057,3.221824538,3.502605388
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,712,Carpiodes cyprinus,,110,16.3986576,-26.981559,13.95289393,45.3093897,3.24731127,3.599386094
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,713,Carpiodes cyprinus,,105,14.1196512,-21.0812,14.15603156,46.7471996,3.302281392,2.929090094
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,714,Aplodinotes grunniens,,82,16.0096828,-25.460269,13.55940816,45.09623147,3.325825945,3.484981741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,739,Notropis atherinoides,,60,14.3822828,-27.01812429,12.56959785,45.27206804,3.601711732,3.006334682
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,740,Notropis blennius,,55,14.0328344,-25.82325567,12.94363191,40.750639,3.148315657,2.903555741
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,741,Notropis blennius,,50,13.4225732,-27.49300561,13.22777908,45.57395779,3.445321963,2.724067153
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,742,Dorosoma cepedianum,,120,11.6192972,-28.41588894,13.56167367,48.38106786,3.567485034,2.193691859
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,743,Dorosoma cepedianum,,120,11.7598916,-27.39448846,13.7416698,47.95673057,3.489876505,2.235043153
MMR,2,"secondary channel, mmr2, near Louiana, MO",MMR2,744,Dorosoma cepedianum,,120,12.3457016,-27.14944957,13.76035233,47.20365918,3.43041065,2.407340212
